Id,Name,Family,Genus,Level,LevelRange,Element,Strength,Ether,Dexterity,Agility,Luck,MaxHp,PhyRst,EtherRst,Exp,Gold,Wp,Sp,Enhance1
815,Azure Reginald,Aerial,Lexos,41,0,Water,380,512,151,7,107,1411200,0,20,2728,1728,69,30,
816,Howitzer Leon,Insect,Gyanna,48,0,Electric,464,856,157,7,126,946764,0,15,1326,315,50,22,
817,Beast-Hunter William,Humanoid,Driver,99,0,None,977,1044,417,27,364,3108552,10,15,5306,3996,88,34,
819,Walker Trap,Aquatic,Squood,26,0,Water,238,251,106,18,80,363423,-10,15,600,206,32,16,
821,Sandi Bunnit,Beast,Bunnit,25,2,None,166,146,107,1,49,44144,0,-10,86,33,16,8,
822,Spanner Bunnit,Beast,Bunnit,27,2,None,303,164,114,1,53,49910,0,-10,115,35,17,8,
823,Land Volff,Beast,Volff,27,2,None,177,143,91,1,40,65607,10,-15,134,35,17,8,
824,Desert Ponio,Beast,Ponio,25,2,None,182,154,83,1,39,74048,15,-10,138,49,16,8,
825,Young Ponio,Beast,Ponio,19,2,None,144,121,69,1,31,47528,15,-10,34,0,13,7,
826,Rudoni Anlood,Beast,Anlood,26,2,None,172,121,111,1,63,55713,0,0,127,34,16,8,
827,Fabel Bufa,Beast,Bufa,27,2,None,238,169,83,1,31,96600,30,-10,230,53,17,8,
828,Meson Griffox,Beast,Griffox,29,2,None,218,190,121,2,81,92454,30,-10,232,57,18,8,
829,Organl Griffox,Beast,Griffox,81,2,None,570,497,280,5,213,494869,30,-10,1146,204,38,15,
830,Zeld Rodonya,Beast,Riik,27,2,None,186,134,95,17,40,60777,15,-10,153,35,17,8,
831,Natto Lizard,Aquatic,Lizard,26,2,Earth,172,153,111,14,67,57229,10,-10,91,34,16,8,
832,Tempest Pterix,Aerial,Pterix,83,2,Wind,323,622,255,6,197,324628,-15,15,981,140,38,15,
833,Berserker Mammut,Beast,Mammut,83,2,None,597,572,224,6,188,664356,20,-10,1526,703,38,15,
834,Telgoo Rapchor,Beast,Rapchor,28,2,None,238,198,94,2,102,69093,-10,30,141,37,17,8,
835,Speed Runner,Beast,Rapchor,27,2,None,230,190,91,2,99,65205,-10,30,134,35,17,8,
836,Brish Aspar,Beast,Aspar,28,2,Earth,258,198,102,3,130,47341,0,20,262,93,17,8,
837,Growsa Aspar,Beast,Aspar,80,2,Earth,690,528,242,7,351,262348,0,20,2646,670,37,15,
838,Nel Arachno,Insect,Arachno,28,2,Wind,157,171,112,3,67,46062,-5,15,141,37,17,8,
839,Reener Arachno,Insect,Arachno,33,2,Water,287,229,106,3,50,165646,20,0,1250,336,38,18,
840,Armor Scorpox,Insect,Scorpox,28,2,Earth,265,216,104,3,52,108331,25,0,222,74,17,8,
841,Bafoo Crustip,Aquatic,Crustip,29,2,Water,259,190,121,3,108,91102,30,-10,189,57,18,8,
842,Darml Lysaat,Aquatic,Lysaat,28,2,Earth,193,247,119,3,114,60563,5,20,121,37,17,8,
843,Barz Gyanna,Insect,Gyanna,32,2,Earth,247,253,108,4,88,93895,20,-10,240,64,19,9,
844,Arogan Rhogul,Aerial,Rhogul,29,2,None,313,171,101,4,54,75317,30,-10,295,77,18,8,
845,Pipe Vang,Aerial,Vang,28,2,Ice,159,243,98,4,37,49047,-10,10,101,37,17,8,
846,Noog Skeeter,Aerial,Skeeter,24,2,Fire,117,172,91,4,68,28681,-10,15,97,63,15,7,
847,Gabondo Lexos,Aerial,Lexos,85,2,Fire,623,839,248,12,220,1022190,-10,30,5690,1450,78,32,
848,Sarabashi Ropl,Beast,Ropl,80,2,Earth,672,456,240,13,120,586148,30,-10,1323,201,37,15,
849,Fort Igna,Humanoid,Igna,32,2,None,242,194,105,14,46,42727,20,0,192,43,19,9,
850,Saber Igna,Humanoid,Igna,31,2,None,275,216,126,14,85,33099,10,0,207,62,18,9,
851,Vool Igna,Humanoid,Igna,33,2,None,292,229,133,15,90,36564,10,0,225,67,19,9,
852,Ranger Igna,Humanoid,Igna,31,2,None,221,305,149,14,93,30591,10,0,161,41,18,9,
853,Flash Scout,Humanoid,Igna,31,2,None,221,305,149,14,93,30591,10,0,161,41,18,9,
854,Hooligan Igna,Humanoid,Igna,32,2,None,308,328,93,15,135,58025,10,25,264,86,19,9,
855,Captain Igna,Humanoid,Igna,33,2,None,321,250,146,15,99,39888,15,10,275,112,19,9,
856,Venal Igna,Humanoid,Igna,34,2,None,316,219,116,7,91,181272,25,0,466,185,20,9,
857,Raider Igna,Humanoid,Igna,35,2,None,352,242,126,7,107,189852,25,0,591,240,20,9,
858,Fayl Symbol,Symbol,Igna,34,2,None,0,0,0,0,0,8715,0,0,51,0,20,9,
859,Neml Pippito,Beast,Pippito,28,2,None,153,405,149,7,152,23031,0,0,606,558,17,8,
860,Spitt Pod,Insect,Arachno,29,2,Water,0,0,0,7,0,6765,-10,10,42,0,18,8,
861,Baroon Armu,Beast,Armu,26,2,None,203,159,80,1,61,100435,10,-10,218,51,16,8,
862,Drive Nest,Insect,Skeeter,29,2,Wind,0,0,0,7,0,9922,10,-10,42,0,18,8,
863,Gast Urchon,Aquatic,Urchon,31,2,Fire,295,201,105,8,162,103810,40,15,322,104,18,9,
864,Brionac Trùpair,Humanoid,Brionac,61,2,None,342,314,177,15,142,80946,10,-10,707,377,30,13,
865,Brionac Madadh,Beast,Brionac,60,2,None,346,310,216,2,137,224609,20,-10,499,92,30,12,
866,Brionac Seàirdeant,Humanoid,Brionac,61,2,None,370,351,189,24,160,161892,15,-10,707,377,30,13,
867,Brionac Milltear,Titan,Brionac,62,2,None,239,404,218,10,91,388080,15,10,794,385,31,13,
868,Brionac Tanca,Titan,Brionac,63,2,None,629,381,176,11,139,483939,30,0,1364,295,31,13,
869,Liberion Emblem,Symbol,Brionac,60,2,None,0,0,0,0,0,17502,0,0,124,0,30,12,
870,Quake Rhinon,Beast,Rhinon,33,2,None,292,203,108,7,76,172848,25,0,375,67,19,9,
871,Ardainian Private,Humanoid,Ardainian,33,2,None,193,177,107,9,80,29916,10,-10,175,89,19,9,
872,Ardainian Major,Humanoid,Ardainian,33,2,None,208,198,114,14,90,59832,15,-10,275,179,19,9,
873,Ardainian Nipper,Beast,Ardainian,33,2,None,198,177,133,1,78,85316,5,-10,200,44,19,9,
874,Ardainian Citadel,Titan,Ardainian,43,2,None,419,246,129,8,103,275959,30,0,740,183,23,10,
875,Ardainian Cetus,Titan,Ardainian,43,2,None,266,276,168,7,119,226862,15,10,444,244,23,10,
876,Stellar Scout,Humanoid,Brionac,59,2,None,331,304,172,15,137,76599,10,-10,423,180,30,12,
877,Brionac Snaidhpear,Humanoid,Brionac,60,2,None,337,310,175,15,139,78759,10,-10,436,184,30,12,
878,Ardainian Keeper,Humanoid,Ardainian,25,2,None,150,138,87,7,62,19224,10,-10,121,66,16,8,
879,Masque Scout,Humanoid,Ardainian,25,2,None,150,138,87,7,62,19224,10,-10,121,66,16,8,
880,Ardainian Rider,Humanoid,Ardainian,26,2,None,168,159,95,12,72,40932,15,-10,200,137,16,8,
881,Ardainian Locks,Beast,Ardainian,25,2,None,154,138,107,1,61,54824,5,-10,138,33,16,8,
882,Rez Driver,Humanoid,Ardainian,26,2,None,168,159,95,17,72,40932,15,-10,291,206,16,8,
884,Kyth Driver,Humanoid,Driver,30,0,None,243,250,137,9,102,79968,10,10,243,200,18,8,
886,Zalts Driver,Humanoid,Driver,31,0,None,258,236,138,9,93,87261,15,5,276,249,18,9,
888,Cheren Driver,Humanoid,Driver,30,0,None,289,229,133,9,77,103768,30,10,287,260,18,8,
890,Demon-Shell Jacob,Aquatic,Crustip,30,0,Water,428,254,135,4,122,576912,50,10,596,180,36,16,
891,Man-Eating Glenn,Beast,Griffox,32,0,None,380,290,142,2,132,648824,30,-10,792,194,38,18,
892,Tattooed Hugo,Aerial,Rhogul,31,0,None,498,291,148,25,74,544378,30,-10,966,249,36,18,
893,Vagrant Baldr,Titan,Lindwurm,62,0,None,488,525,239,11,100,2328480,15,10,2383,1156,62,26,
894,Judicial Kollin,Humanoid,Igna,33,0,None,545,350,190,18,138,239328,15,10,900,336,38,18,
895,Decapitator Marvin,Humanoid,Igna,33,0,None,411,306,129,15,67,292512,25,10,825,268,38,18,
896,Myrmidon Eugene,Humanoid,Driver,33,0,None,430,356,165,18,104,698040,20,20,825,336,38,18,
898,Armored Brennan,Beast,Ropl,86,0,Earth,936,635,282,57,141,3978912,60,-10,5229,662,80,32,
899,Slasher Buffon,Beast,Anlood,40,0,None,331,234,169,26,103,664587,0,0,684,168,44,20,
901,Tolen Krabble,Aquatic,Krabble,24,4,Ice,162,176,87,4,65,46690,15,0,114,79,15,7,
902,Mukkle Medooz,Aerial,Medooz,25,4,Water,97,227,87,4,62,40228,0,50,86,33,16,8,
903,Rekon Aligo,Aquatic,Aligo,26,4,Wind,170,178,101,5,112,83380,10,20,236,86,16,8,
904,Shezl Urchon,Aquatic,Urchon,28,4,Fire,189,129,98,8,147,61799,40,15,282,93,17,8,
905,Sharion Lexos,Aerial,Lexos,32,4,Fire,173,233,109,5,87,144007,-10,30,1200,432,19,9,
906,Urobas Serprond,Aquatic,Serprond,34,4,Water,243,240,122,6,104,195216,0,25,1295,464,20,9,
907,Nookka Aspid,Aerial,Aspid,36,4,Wind,260,179,117,6,211,204953,30,-10,1668,744,31,13,
908,Vaugel Tirkin,Humanoid,Tirkin,29,1,None,153,139,115,13,70,21986,15,-10,168,77,18,8,
909,Mailer Runner,Humanoid,Tirkin,28,1,None,148,135,112,12,67,20791,15,-10,161,74,17,8,
910,Ratchet Tirkin,Humanoid,Tirkin,29,2,None,142,83,101,13,42,29766,25,-10,147,57,18,8,
911,Gattle Tirkin,Humanoid,Tirkin,28,1,None,114,104,133,12,80,16633,10,-10,121,37,17,8,
912,Carbis Scout,Humanoid,Tirkin,28,1,None,114,104,133,12,80,16633,10,-10,121,37,17,8,
913,Deej Tirkin,Humanoid,Tirkin,29,1,None,160,142,110,13,99,34163,0,30,211,96,18,8,
914,Fact Bunnit,Beast,Bunnit,29,1,None,227,123,121,1,56,39146,0,-10,126,38,18,8,
915,Damp Vang,Aerial,Vang,27,2,Wind,151,199,99,4,76,43470,-15,20,96,35,17,8,
916,Presser Lizard,Aquatic,Lizard,27,2,Earth,177,158,114,14,69,60777,10,-10,96,35,17,8,
917,Jakki Lysaat,Aquatic,Lysaat,27,2,Water,173,190,89,3,34,49105,10,-30,96,35,17,8,
918,Engineer Tirkin,Humanoid,Tirkin,32,0,None,206,188,177,15,109,32916,10,-10,360,172,19,9,
919,Security Tirkin,Humanoid,Tirkin,33,0,None,298,271,165,15,102,46813,15,-10,500,224,28,13,
920,Kalymon Driver,Humanoid,Driver,96,0,None,730,751,366,24,307,542892,10,10,1542,852,43,17,
922,Figgle Driver,Humanoid,Driver,97,0,None,759,694,360,24,275,572460,15,5,1711,1036,43,17,
924,Jadde Driver,Humanoid,Driver,98,0,None,883,700,360,25,238,730082,30,10,1885,1138,44,17,
926,Unflinching Saxton,Humanoid,Driver,99,0,None,1006,919,403,27,308,3558474,15,5,8844,3196,88,34,
928,Chickenheart Dagmara,Beast,Pippito,120,0,None,711,1422,696,88,1278,1291709,0,0,7912,4600,102,38,
929,Antecedent Xiaxia,Machine,Bot,99,0,Dark,1650,1886,559,27,561,7054231,15,20,1916,532,88,34,
930,Dusky Riik,Beast,Riik,44,2,None,319,425,167,3,166,75902,-10,40,307,62,24,10,
931,Cave Brog,Aquatic,Brog,44,2,Earth,374,244,148,3,74,193972,25,0,460,94,24,10,
932,Moist Upa,Aquatic,Upa,43,2,Water,246,306,143,3,155,81264,-10,15,185,61,23,10,
933,Stark Aspar,Beast,Aspar,45,2,Wind,353,381,150,4,270,70693,0,40,517,161,24,11,
934,Reggl Arachno,Insect,Arachno,45,2,Fire,179,189,154,4,135,80350,0,20,278,64,24,11,
935,Empress Arachno,Insect,Arachno,46,2,Ice,340,397,135,4,121,229297,0,30,2065,498,50,22,
936,Vashar Caterpile,Insect,Caterpile,45,2,Earth,347,298,126,4,67,80896,30,-10,238,64,24,11,
937,Brutton Parisax,Insect,Parisax,43,2,Water,246,279,132,4,142,87358,-10,15,222,61,23,10,
938,Lun Scorpox,Insect,Scorpox,44,2,Wind,357,374,164,5,92,156021,20,15,422,125,24,10,
939,Nossi Lysaat,Aquatic,Lysaat,43,2,Water,266,293,128,5,53,82618,10,-30,185,61,23,10,
940,Gargen Parisax,Insect,Parisax,44,2,Wind,319,346,167,5,127,180795,-10,20,499,157,24,10,
941,Dorrl Parisax,Insect,Parisax,45,2,Earth,399,319,150,6,55,249978,30,0,1194,387,24,11,
942,Ahaato Gyanna,Insect,Gyanna,45,2,Wind,305,444,172,6,167,92466,-10,30,398,96,24,11,
943,Shreddle Vang,Aerial,Vang,44,2,Ice,241,367,139,6,56,80822,-10,10,192,62,24,10,
944,Seveeto Laia,Aerial,Moramora,44,2,Electric,295,387,185,6,182,114380,-10,30,460,188,24,10,
945,Sygian Aspid,Aerial,Aspid,45,2,Wind,458,315,140,7,258,251436,30,-10,2388,969,48,22,
946,Rippl Medooz,Aerial,Medooz,44,2,Water,163,380,135,7,104,79416,0,50,192,62,24,10,
947,Radyo Marrin,Aquatic,Serprond,46,2,Wind,390,497,182,8,209,206169,0,40,2478,830,50,22,
948,Gamen Grebel,Beast,Grebel,43,2,Earth,266,366,151,8,126,82618,25,-10,222,61,23,10,
949,Eanl Blant,Aquatic,Squood,45,2,Water,291,478,150,8,103,153048,-10,25,517,129,24,11,
950,Eryagh Pod,Insect,Arachno,45,2,Water,0,0,0,10,0,10932,-10,10,79,0,24,11,
951,Rangel Egg,Insect,Parisax,46,2,Fire,0,0,0,10,0,13593,-10,10,82,0,25,11,
952,Zamban Urchon,Aquatic,Urchon,45,2,Fire,416,284,141,11,228,150861,40,15,557,161,24,11,
953,Excavator Darius,Beast,Grebel,46,0,Earth,369,507,192,10,161,403088,25,-10,743,199,50,22,
954,Vile Howard,Aquatic,Squood,47,0,Water,425,649,188,11,128,615825,-10,25,1665,409,50,22,
955,Hard-Bitten Xavier,Aquatic,Urchon,48,0,Fire,407,363,164,31,291,397822,40,15,1856,525,50,22,
957,Glamorous Alfred,Insect,Arachno,50,0,Ice,477,557,159,33,170,937767,0,30,4700,1104,78,33,
958,Holy Lancer Efrain,Aquatic,Serprond,51,0,Wind,559,711,257,9,346,1016015,0,40,5820,1885,81,33,
959,Karyl Krabble,Aquatic,Krabble,49,4,Ice,312,338,151,8,126,117152,15,0,319,179,26,11,
960,Tetora Lysaat,Aquatic,Lysaat,50,4,Water,306,337,145,6,61,105505,10,-30,235,73,26,11,
961,Prink Medooz,Aerial,Medooz,51,4,Water,187,437,152,8,120,100931,0,50,242,75,27,11,
962,Zooz Aspid,Aerial,Aspid,54,4,Wind,543,374,163,8,307,338376,30,-10,2640,808,42,18,
963,Slayg Marrin,Aquatic,Serprond,56,4,Wind,469,597,214,10,251,284247,0,40,3342,1055,56,24,
964,Zaguin Hox,Beast,Hox,34,2,None,235,219,161,1,98,72044,10,15,129,69,20,9,
965,Mogen Hox,Beast,Hox,34,2,None,225,262,161,1,144,60424,0,30,129,92,20,9,
966,Giron Volff,Beast,Volff,35,2,None,203,187,115,1,40,90666,5,-10,188,48,20,9,
967,Brogen Feris,Beast,Feris,39,2,None,297,218,129,27,53,167852,5,-10,280,81,22,10,
968,Amman Balgas,Beast,Ories,35,2,None,294,330,123,19,120,189852,20,50,322,96,20,9,
969,Bauz Eks,Beast,Eks,38,2,None,243,326,175,1,217,136024,10,15,268,79,21,10,
970,Vallum Ageshu,Beast,Flamii,39,2,None,291,334,151,2,44,140359,15,40,218,54,22,10,
971,Buden Bufa,Beast,Bufa,40,2,None,435,342,137,2,152,224543,20,30,423,84,22,10,
972,Deidon Griffox,Beast,Griffox,41,2,None,298,260,157,2,111,160720,30,-10,375,86,23,10,
973,Neleid Jagron,Beast,Jagron,88,2,None,552,855,253,40,417,489544,-10,30,1573,227,40,16,
974,Garon Riik,Beast,Riik,44,2,None,299,374,109,3,58,160765,25,-10,307,62,24,10,
975,Brazay Rhana,Aquatic,Rhana,42,2,Dark,286,273,143,3,57,215160,15,40,497,88,23,10,
976,Jadas Upa,Aquatic,Upa,39,2,Fire,237,291,126,3,150,101290,0,25,156,54,22,10,
977,Deimos Sauros,Beast,Sauros,90,2,Earth,873,577,258,6,183,1300950,30,-10,10064,2340,123,48,
978,Skode Ekidno,Aerial,Ekidno,48,2,Water,324,206,156,4,68,210392,20,-15,442,105,25,11,
979,Gefillon Behemoth,Beast,Behemoth,93,2,None,1041,902,254,7,94,1321488,30,-10,6650,1632,42,16,
980,Gazust Mammut,Beast,Mammut,50,2,None,367,352,145,4,115,285384,20,-10,658,368,26,11,
981,Gabnun Aspar,Beast,Aspar,49,2,Earth,432,330,159,4,219,116106,0,20,592,179,26,11,
982,Demon Antol,Insect,Antol,40,2,Earth,217,217,137,4,42,67815,10,-10,195,56,22,10,
983,Scura Antol,Insect,Antol,43,2,Earth,306,319,163,4,51,232787,-10,10,1850,457,46,20,
984,Froga Gyanna,Insect,Gyanna,34,2,Earth,262,268,114,4,94,103418,20,-10,259,69,20,9,
985,Moskel Rhogul,Aerial,Rhogul,35,2,None,371,203,115,5,64,101619,30,-10,376,96,20,9,
986,Huust Quadwing,Aerial,Quadwing,46,2,None,301,337,194,6,133,183136,-10,15,413,166,25,11,
987,Night Huust Quadwing,Aerial,Quadwing,46,2,None,301,337,194,6,133,183136,-10,15,413,166,25,11,
988,Mishgal Skeeter,Aerial,Skeeter,45,2,Wind,235,288,169,6,140,85634,-10,15,238,129,24,11,
989,Ghudan Laia,Aerial,Moramora,35,2,Electric,239,313,153,5,147,113181,-10,30,242,72,20,9,
990,Dalian Lexos,Aerial,Lexos,49,2,Fire,368,496,154,7,129,407940,-10,30,2280,718,52,22,
991,Glox Krabble,Aquatic,Krabble,44,2,Ice,272,299,135,7,53,103663,15,-10,230,62,24,10,
992,Majacan Krabble,Aquatic,Krabble,45,2,Ice,288,312,140,7,116,127540,15,0,278,161,24,11,
993,Odolera Ropl,Beast,Ropl,47,2,Water,463,325,147,8,246,261970,40,20,555,170,25,11,
994,Zeoth Serprond,Aquatic,Serprond,60,2,Water,592,583,195,10,177,700080,0,25,3120,924,60,24,
995,Agam Grebel,Beast,Grebel,45,2,Wind,270,416,161,8,152,122985,30,-10,238,64,24,11,
996,Lafda Blant,Aquatic,Squood,42,2,Water,273,449,143,8,96,171150,-10,25,461,118,23,10,
997,Tawa Igna,Humanoid,Igna,50,2,None,367,294,150,21,71,87561,20,0,376,73,26,11,
998,Bagis Igna,Humanoid,Igna,50,2,None,428,337,185,21,132,71346,10,0,423,110,26,11,
999,Sparda Igna,Humanoid,Igna,51,2,None,437,344,188,21,135,73689,10,0,436,113,27,11,
1000,Talent Runner,Humanoid,Igna,50,2,None,428,337,185,21,132,71346,10,0,423,110,26,11,
1001,Mergen Igna,Humanoid,Igna,50,2,None,344,474,219,21,145,65941,10,0,329,73,26,11,
1002,Beat Igna,Humanoid,Igna,50,2,None,467,497,133,21,205,118910,10,25,517,147,26,11,
1003,Amost Igna,Humanoid,Igna,53,2,None,498,388,214,22,154,85608,15,10,565,158,27,12,
1004,Galahem Symbol,Symbol,Igna,49,2,None,0,0,0,0,0,15690,0,0,91,0,26,11,
1005,Norgam Igna,Humanoid,Igna,52,2,None,469,326,163,10,135,359580,25,0,898,308,27,11,
1006,Rowda Igna,Humanoid,Igna,51,2,None,500,344,171,10,152,348348,25,0,1067,377,27,11,
1007,Birial Rhinon,Beast,Rhinon,44,2,None,380,265,136,9,99,274092,25,0,576,94,24,10,
1008,Misdan Pippito,Beast,Pippito,51,2,None,265,703,239,11,267,60291,0,0,1940,1508,40,16,
1009,Noign Pod,Insect,Antol,41,2,Water,0,0,0,10,0,11760,-10,10,68,0,23,10,
1010,Tannia Nest,Insect,Skeeter,44,2,Wind,0,0,0,10,0,19327,10,-10,76,0,24,10,
1011,Pain Urchon,Aquatic,Urchon,49,2,Fire,451,308,152,12,247,216521,40,15,638,179,26,11,
1012,Zangiv Garlus,Humanoid,Garlus,50,2,None,459,275,148,22,74,142692,10,0,517,73,26,11,
1013,Chefko Garlus,Humanoid,Garlus,50,2,None,497,306,160,22,84,123234,10,0,564,110,26,11,
1014,Rebus Garlus,Humanoid,Garlus,51,2,None,430,391,188,23,145,122815,10,0,582,150,27,11,
1015,Zoke Garlus,Humanoid,Garlus,50,2,None,459,321,155,29,119,129720,10,0,611,147,26,11,
1016,Alonzo Standard,Symbol,Garlus,49,2,None,0,0,0,0,0,12552,0,0,91,0,26,11,
1017,Marauder Laia,Aerial,Moramora,56,2,Electric,482,632,293,9,297,314702,-10,30,1336,506,28,12,
1018,Tyrannotitan Kurodil,Titan,Ballistaur,130,0,None,1825,1441,535,17,411,12652300,30,0,0,0,55,20,
1019,Leonine Sadie,Beast,Sauros,95,0,Earth,1380,913,407,8,251,10853370,30,-10,16536,5040,129,51,
1020,Runaway Train Bool,Humanoid,Garlus,55,0,None,655,393,177,35,90,1000692,10,0,1951,495,56,24,
1022,Tyrannotitan Kurodil,Titan,Ballistaur,130,0,None,1825,1441,535,17,411,12652300,30,0,44360,12800,275,100,
1023,Atrocious Hermes,Humanoid,Igna,58,0,None,802,533,392,45,302,670194,20,15,2344,884,58,24,
1025,Ravenwing Skull,Beast,Flamii,62,0,None,676,775,288,3,103,1792560,15,40,1390,289,62,26,
1026,Grievous Clive,Beast,Jagron,94,0,None,765,1184,295,47,489,3729228,-10,30,5280,745,84,34,
1027,Pernicious Benf,Beast,Behemoth,109,0,None,1117,1210,553,11,336,10100073,30,25,17140,4032,144,54,
1028,Hardl Krabble,Aquatic,Krabble,32,4,Ice,209,227,107,6,84,73850,15,0,168,108,19,9,
1029,Fissa Aligo,Aquatic,Aligo,33,4,Water,219,208,113,6,88,128527,20,-10,325,67,19,9,
1030,Baigun Laia,Aerial,Moramora,42,4,Electric,283,371,178,6,174,151590,-10,30,426,177,23,10,
1031,Mabas Urchon,Aquatic,Urchon,43,4,Water,256,207,143,11,53,106659,40,10,481,122,23,10,
1032,Bledku Lexos,Aerial,Lexos,46,4,Fire,243,328,146,7,122,257712,-10,30,2065,664,50,22,
1033,Ransro Aspid,Aerial,Aspid,48,4,Wind,340,235,148,7,275,325703,30,-10,2652,1050,50,22,
1034,Bebelk Squood,Aquatic,Squood,51,4,Wind,437,355,205,9,248,393901,0,30,3880,1508,81,33,
1035,Snowdol Bunnit,Beast,Bunnit,38,2,None,213,279,162,1,137,56908,-10,20,149,52,21,10,
1036,Fubbl Bunnit,Beast,Bunnit,39,2,None,364,285,165,1,140,59327,-10,20,187,54,22,10,
1037,Samoo Volff,Beast,Volff,39,2,None,249,200,121,1,56,117930,10,-15,218,54,22,10,
1038,Brewl Volff,Beast,Volff,36,2,None,231,186,113,1,52,103749,10,-15,83,0,21,9,
1039,Mant Aries,Beast,Aries,38,2,None,302,311,116,1,104,199872,10,20,357,105,21,10,
1040,Abrachi Aries,Beast,Aries,35,2,None,280,288,108,1,96,175248,10,20,80,0,20,9,
1041,Novl Ories,Beast,Ories,39,2,None,398,282,113,20,56,234414,15,15,468,108,22,10,
1042,Grad Gogol,Beast,Gogol,41,2,None,318,333,157,2,167,208544,10,15,477,172,23,10,
1043,Klim Anlood,Beast,Ellook,38,2,None,282,178,141,2,104,113122,0,0,208,52,21,10,
1044,Dormic Ellook,Beast,Ellook,39,2,Ice,334,273,126,26,100,104907,0,30,374,408,22,10,
1045,Ripbik Ellook,Beast,Ellook,42,2,Ice,391,423,128,28,238,176040,25,40,532,592,23,10,
1046,Nant Buloofo,Beast,Buloofo,40,2,None,357,304,114,2,91,195910,15,30,391,84,22,10,
1047,Vint Griffox,Beast,Jagron,41,2,None,292,286,143,2,167,177184,25,-10,375,86,23,10,
1048,Fresh Rodonya,Beast,Rodonya,39,2,None,249,237,129,2,97,93331,-10,30,249,54,22,10,
1049,Bland Upa,Aquatic,Upa,39,2,Fire,237,291,126,3,150,101290,0,25,156,54,22,10,
1050,Koror Skwaror,Beast,Skwaror,38,2,None,279,243,148,26,145,81892,-10,15,596,396,21,10,
1051,Torrl Runner,Beast,Skwaror,38,2,None,279,243,148,26,145,81892,-10,15,596,396,21,10,
1052,Hool Arachno,Insect,Arachno,40,2,Fire,230,242,140,4,121,94941,0,20,228,56,22,10,
1053,Heggl Antol,Insect,Antol,80,2,Ice,408,456,278,7,257,170172,15,0,610,134,37,15,
1054,Regel Arachno,Insect,Arachno,41,2,Ice,305,356,122,4,108,272048,0,30,1705,432,46,20,
1055,Magnl Caterpile,Insect,Caterpile,40,2,Earth,311,267,114,4,60,83638,30,-10,195,56,22,10,
1056,Redom Crustip,Aquatic,Crustip,80,2,Water,540,516,245,8,117,439611,20,0,916,201,37,15,
1057,Broog Lysaat,Aquatic,Lysaat,78,2,Water,468,515,212,9,94,276208,10,-30,485,129,37,15,
1058,Dynal Gyanna,Insect,Gyanna,39,2,Ice,267,389,154,5,146,104907,-10,30,312,81,22,10,
1059,Tolmeda Plambus,Insect,Plambus,40,2,Ice,348,348,151,5,136,163509,25,10,358,84,22,10,
1060,Rooka Ansel,Aerial,Ansel,40,2,None,261,292,170,16,65,101722,0,20,358,84,22,10,
1061,Fend Vang,Aerial,Vang,79,2,Ice,415,545,240,11,208,249858,-15,20,497,131,37,15,
1062,Totorio Moramora,Aerial,Moramora,40,2,Ice,329,267,155,6,110,152207,20,-10,391,168,22,10,
1063,Zardl Laia,Aerial,Moramora,84,2,Electric,547,717,322,12,337,477741,-10,30,1336,428,39,15,
1064,Vogar Aspid,Aerial,Aspid,86,2,Ice,848,585,245,12,480,1230040,30,-10,6972,2208,80,32,
1065,Robol Peng,Aerial,Peng,40,2,None,298,255,130,6,62,113025,20,0,195,56,22,10,
1066,Chibal Peng,Aerial,Peng,38,2,None,207,386,164,6,200,92302,15,0,89,0,21,10,
1067,Grash Pagul,Aquatic,Pagul,79,2,Water,610,498,287,12,115,423370,25,0,795,197,37,15,
1068,Obri Aligo,Aquatic,Aligo,82,2,Water,516,492,242,13,210,571880,20,-10,1385,207,38,15,
1069,Nebri Ropl,Beast,Ropl,84,2,Water,805,566,242,13,429,688358,40,20,1448,357,39,15,
1070,Rambl Marrin,Aquatic,Serprond,87,2,Ice,716,911,315,14,384,992810,0,40,7116,1867,80,32,
1071,Arno Kapiba,Beast,Kapiba,38,2,None,243,291,163,7,159,89526,10,15,178,79,21,10,
1072,Diggel Grebel,Beast,Grebel,81,2,Earth,485,667,260,14,230,294508,25,-10,625,136,38,15,
1073,Sammel Squood,Aquatic,Squood,88,2,Ice,1052,855,330,15,417,1401876,0,30,9680,3032,120,48,
1074,Javelin Tirkin,Humanoid,Tirkin,42,2,None,286,260,153,17,98,52975,20,0,284,118,23,10,
1075,Messenger Runner,Humanoid,Tirkin,42,2,None,286,260,153,17,98,52975,20,0,284,118,23,10,
1076,Brave Tirkin,Humanoid,Tirkin,42,2,None,267,156,134,17,60,71720,25,0,248,88,23,10,
1077,Watcher Tirkin,Humanoid,Tirkin,42,2,None,221,202,182,17,117,42380,10,0,213,59,23,10,
1078,Trainer Tirkin,Humanoid,Tirkin,42,2,None,299,267,146,17,139,82315,0,40,355,148,23,10,
1079,Graaz Pippito,Beast,Pippito,40,2,None,211,559,196,9,212,40689,0,0,978,840,33,15,
1080,Aplom Pippito,Beast,Pippito,43,2,None,266,666,223,10,259,104119,0,0,1480,1220,34,15,
1081,Radliev Pod,Insect,Arachno,39,2,Water,0,0,0,9,0,10852,-10,10,62,0,22,10,
1082,Magmund Standard,Symbol,Garlus,41,2,None,0,0,0,0,0,9408,0,0,68,0,23,10,
