Blade ID,Blade Name,Skill,Type,Col,Row,Level,Idea Category,Idea Points,Condition,Count,Result
1075,Pyra,Blazing End,Special,4,2,2,Bravery,200,Perform a Blade Combo.,5,Did you see the power of my flames?
1075,Pyra,Blazing End,Special,4,3,3,Bravery,300,Use Blazing End.,6,I'm starting to get the hang of this one.
1075,Pyra,Blazing End,Special,4,4,4,Bravery,500,Defeat a Skad Taos in Leftheria.,4,"If you stand in my way, you'd better
be prepared - I won't hold back!"
1075,Pyra,Blazing End,Special,4,5,5,Bravery,800,Use Blazing End.,8,"I'll use this power to make
our hopes a reality!"
1075,Pyra,Purifying Flames,Battle Skill,5,1,1,Truth,100,Use a Blade Art.,3,I'll be watching out for you.
1075,Pyra,Purifying Flames,Battle Skill,5,2,2,Truth,200,Help an incapacitated ally.,10,Is everyone OK? I hope I'm helping...
1075,Pyra,Purifying Flames,Battle Skill,5,3,3,Truth,300,"Speak to Pyra at Corinne's House in
Leftheria to view the Heart-to-Heart
""By the Graveside"".",,"Don't shout inside my head like that!
Talk to me in person, why don't you?!"
1075,Pyra,Purifying Flames,Battle Skill,5,4,4,Truth,500,Use a Blade Art.,7,I've got your back!
1075,Pyra,Purifying Flames,Battle Skill,5,5,5,Truth,800,"Swap Blades during battle.
(Previous instances count toward total.)",4000,"Is there a way for me to be
more useful...?"
1075,Pyra,Resplendence,Battle Skill,6,1,1,Compassion,100,Perform a Blade Combo.,2,I've awoken new power within me...
1075,Pyra,Resplendence,Battle Skill,6,2,2,Compassion,200,"Perform a Driver Combo.
(It's enough to just be present.)",5,Nice! I'd better work hard too!
1075,Pyra,Resplendence,Battle Skill,6,3,3,Compassion,300,Deal a critical hit.,7,I think my power has grown stronger.
1075,Pyra,Resplendence,Battle Skill,6,4,4,Compassion,500,"In Argentum, view the Heart-to-Heart
""Mòrag the Chef"".",,"Maybe letting those two cook
wasn't such a good idea..."
1075,Pyra,Resplendence,Battle Skill,6,5,5,Compassion,800,"Perform a Driver Combo.
(It's enough to just be present.)",12,"Next time, I'll show you what I can do!"
1075,Pyra,Flaming Edge,Battle Skill,7,1,1,,,,,
1075,Pyra,Flaming Edge,Battle Skill,7,2,2,Bravery,200,Deal a critical hit.,5,I still have so much left to learn!
1075,Pyra,Flaming Edge,Battle Skill,7,3,3,Bravery,300,"Walk a lot.
(Previous instances count toward total.)",80000,"We've traveled a long way together,
haven't we? I hope we can keep
journeying together like this."
1075,Pyra,Flaming Edge,Battle Skill,7,4,4,Bravery,500,Evade an attack.,9,I'll make good use of this!
1075,Pyra,Flaming Edge,Battle Skill,7,5,5,Bravery,800,Perform a Blade Combo.,12,"This move is my specialty,
so let's make good use of it!"
1075,Pyra,Fire Mastery,Field Skill,8,1,1,,,,,
1075,Pyra,Fire Mastery,Field Skill,8,2,2,Bravery,200,"Discover an area.
(Previous instances count toward total.)",12,"We've visited so many different places.
Which one was your favorite?"
1075,Pyra,Fire Mastery,Field Skill,8,3,,,,,,
1075,Pyra,Fire Mastery,Field Skill,8,4,3,Bravery,500,"Collect stuff.
(Previous instances count toward total.)",25,"Look at all the things we've collected...
Do you see any good ingredients?"
1075,Pyra,Fire Mastery,Field Skill,8,5,,,,,,
1075,Pyra,Focus,Field Skill,9,1,1,,,,,
1075,Pyra,Focus,Field Skill,9,2,,,,,,
1075,Pyra,Focus,Field Skill,9,3,2,Truth,300,"Use Pyra's favorite pouch item
from the Drinks category.",4,"Jenerossi Tea has such a lovely aroma.
It does wonders for my concentration!"
1075,Pyra,Focus,Field Skill,9,4,,,,,,
1075,Pyra,Focus,Field Skill,9,5,3,Truth,800,"Succeed in a button challenge
during a battle.
(Previous instances count toward total.)",100,Perfect timing. I knew you could do it!
1075,Pyra,Cooking,Field Skill,10,1,1,,,,,
1075,Pyra,Cooking,Field Skill,10,2,,,,,,
1075,Pyra,Cooking,Field Skill,10,3,2,Compassion,300,"Make food.
(Previous instances count toward total.)",10,"I love cooking! Let me know if there's
anything else you want me to make."
1075,Pyra,Cooking,Field Skill,10,4,,,,,,
1075,Pyra,Cooking,Field Skill,10,5,3,Compassion,800,"Make food.
(Previous instances count toward total.)",50,"I may have made a bit too much...
But we can't be wasting food,
so I hope you'll eat it all!"
1076,Pandoria,,Key,1,1,1,,,,,
1076,Pandoria,,Key,1,2,2,Compassion,200,Increase Trust.,100,I've gotta get stronger.
1076,Pandoria,,Key,1,3,3,Compassion,300,Increase Trust.,1300,"I'm still just getting started!
You ain't seen nothing yet!"
1076,Pandoria,,Key,1,4,4,Compassion,500,Increase Trust.,3800,"I haven't even gotten serious yet.
You just wait and see."
1076,Pandoria,,Key,1,5,5,Compassion,800,Increase Trust.,8800,"OK, I'm getting serious!
Like, actually serious this time!
Honest!"
1076,Pandoria,Lightning Force,Special,2,1,1,,,,,
1076,Pandoria,Lightning Force,Special,2,2,2,Compassion,200,"Deal a certain amount
of damage in one hit.",800,Even I can handle this much!
1076,Pandoria,Lightning Force,Special,2,3,3,Compassion,300,"Deal a certain amount
of total damage.",16000,"You think this is all I've got?
My sights're set much higher!"
1076,Pandoria,Lightning Force,Special,2,4,4,Compassion,500,Use Lightning Force.,12,"Let me show you just how
much I've grown!"
1076,Pandoria,Lightning Force,Special,2,5,5,Compassion,800,"Defeat Peerless Beaufort
in Leftheria.",1,"That wasn't easy...but we won.
And that just goes to show
how strong I've gotten!"
1076,Pandoria,Electric Circus,Special,3,1,1,,,,,
1076,Pandoria,Electric Circus,Special,3,2,2,Truth,200,Use Electric Circus.,7,"Check out what I can do.
I haven't been slacking off!"
1076,Pandoria,Electric Circus,Special,3,3,3,Truth,300,"Deal a certain amount
of damage in one hit.",2400,"I feel like my attack's getting
stronger. Can't wait to try it out!"
1076,Pandoria,Electric Circus,Special,3,4,4,Truth,500,"Defeat a Mabluk Aspar
at the Cliffs of Morytha.",4,"No matter how many times
I fight these things, I can't get
over how creepy they look!"
1076,Pandoria,Electric Circus,Special,3,5,5,Truth,800,Use Electric Circus.,10,"That went better than I expected.
I'm gonna use this one to make
battles a breeze from now on!"
1076,Pandoria,Thunder Doom,Special,4,1,1,,,,,
1076,Pandoria,Thunder Doom,Special,4,2,2,Compassion,200,"Defeat Volff enemies in Tantal.
(Excludes unique monsters.)",6,"They looked so fluffy I just
wanted to cuddle them!
But beating them up works too."
1076,Pandoria,Thunder Doom,Special,4,3,3,Compassion,300,Use Thunder Doom.,6,"Getting pretty good at this, aren't I?"
1076,Pandoria,Thunder Doom,Special,4,4,4,Compassion,500,"Deal a certain amount
of damage in one hit.",4800,"How'd you like my attack?
Made a real impact, don'tcha think?"
1076,Pandoria,Thunder Doom,Special,4,5,5,Compassion,800,"Deal a certain amount
of total damage.",48000,"Looks like all my hard work's
paying off."
1076,Pandoria,Quickest Purple,Battle Skill,5,1,1,,,,,
1076,Pandoria,Quickest Purple,Battle Skill,5,2,2,Truth,200,Raise Affinity in combat.,2,"When you put in the effort,
you reap the rewards!"
1076,Pandoria,Quickest Purple,Battle Skill,5,3,3,Truth,300,Raise Affinity in combat.,5,"So this is what it means
to share a bond of trust!"
1076,Pandoria,Quickest Purple,Battle Skill,5,4,4,Truth,500,"Swim a lot.
(Previous instances count toward total.)",1000,"Just how far does this Cloud Sea
go on for, anyway? You want to go
have a quick look for me?"
1076,Pandoria,Quickest Purple,Battle Skill,5,5,5,Truth,800,Finish an enemy.,250,"Is it just me, or do these monsters
just keep popping up no matter
how many of 'em we take out?"
1076,Pandoria,Thunderblast,Battle Skill,6,1,1,,,,,
1076,Pandoria,Thunderblast,Battle Skill,6,2,2,Truth,200,"Use Pandoria's favorite pouch items.
(Meat category)",4,"Ah, meat. De-licious."
1076,Pandoria,Thunderblast,Battle Skill,6,3,3,Truth,300,Perform a Blade Combo.,7,You want to see me get serious?
1076,Pandoria,Thunderblast,Battle Skill,6,4,4,Truth,500,Perform a Blade Combo.,10,"I'll show you why you should be
scared of lightning."
1076,Pandoria,Thunderblast,Battle Skill,6,5,5,Truth,800,Evade an attack.,250,"Don't get distracted now. Gotta focus
and strike when the foe's vulnerable!"
1076,Pandoria,Sudden Spark,Battle Skill,7,1,1,Compassion,100,"Perform a Driver Combo.
(It's enough to just be present.)",10,"I got a whole lot stronger!
The bad guys of Alrest better hide."
1076,Pandoria,Sudden Spark,Battle Skill,7,2,2,Compassion,200,Use a Blade Art.,5,I'll back you up.
1076,Pandoria,Sudden Spark,Battle Skill,7,3,3,Compassion,300,Use a Blade Art.,6,"I feel like I can really help out
a lot now."
1076,Pandoria,Sudden Spark,Battle Skill,7,4,4,Compassion,500,"At Genbu Port in Tantal, view the
Heart-to-Heart ""What's in a Name?"".",,"Whew, Pyra really did a number on
my prince there. He'll need some time
to recover from that burn!"
1076,Pandoria,Sudden Spark,Battle Skill,7,5,5,Compassion,800,"Find a Secret Area.
(Previous instances count toward total.)",12,"Hey, doesn't discovering all
these amazing places make
us kind of amazing, too?"
1076,Pandoria,Electric Mastery,Field Skill,8,1,1,,,,,
1076,Pandoria,Electric Mastery,Field Skill,8,2,,,,,,
1076,Pandoria,Electric Mastery,Field Skill,8,3,2,Compassion,300,"Defeat a Linka Skeet
at the Cliffs of Morytha.",5,"I can feel myself getting stronger,
and it feels pretty good!"
1076,Pandoria,Electric Mastery,Field Skill,8,4,,,,,,
1076,Pandoria,Electric Mastery,Field Skill,8,5,3,Compassion,800,"Defeat an Indoline Sentinel
at the World Tree.",4,"If it's lightning you need, I'm your gal!"
1076,Pandoria,Lockpicking,Field Skill,9,1,1,Truth,100,Use a Blade Art.,3,"I get a new power?
Aw, you shouldn't have!"
1076,Pandoria,Lockpicking,Field Skill,9,2,2,Truth,200,"Open a treasure trove.
(Previous instances count toward total.)",50,"I'll open anything, you name it!
Well, maybe not quite anything..."
1076,Pandoria,Lockpicking,Field Skill,9,3,,,,,,
1076,Pandoria,Lockpicking,Field Skill,9,4,3,Truth,500,"Open a treasure trove.
(Previous instances count toward total.)",200,"I'll open anything, you name it!
And I mean it this time!"
1076,Pandoria,Lockpicking,Field Skill,9,5,,,,,,
1076,Pandoria,Ichthyology,Field Skill,10,1,1,,,,,
1076,Pandoria,Ichthyology,Field Skill,10,2,,,,,,
1076,Pandoria,Ichthyology,Field Skill,10,3,2,Truth,300,Collect fish.,25,This was a learning experience.
1076,Pandoria,Ichthyology,Field Skill,10,4,,,,,,
1076,Pandoria,Ichthyology,Field Skill,10,5,3,Truth,800,Collect fish.,30,"I am the fishmaster!
Like, I know a lot about fish.
You know what I mean."
1077,Sever,,Key,1,1,1,,,,,
1077,Sever,,Key,1,2,2,Truth,200,Increase Trust.,100,"Huh?
Nothin' much."
1077,Sever,,Key,1,3,3,Truth,300,Increase Trust.,1300,Huh? I got stronger?
1077,Sever,,Key,1,4,4,Truth,500,Increase Trust.,3800,Time to stop playing.
1077,Sever,,Key,1,5,5,Truth,800,Increase Trust.,9800,"I'm gonna show you something really
special now."
1077,Sever,Storm Edge,Special,2,1,1,,,,,
1077,Sever,Storm Edge,Special,2,2,2,Truth,200,Use Storm Edge.,10,"My techniques are killer.
You know it."
1077,Sever,Storm Edge,Special,2,3,3,Truth,300,"Defeat a Yurem Puffot
in Leftheria.",5,"Huh? That? I wouldn't even call that
a warm-up."
1077,Sever,Storm Edge,Special,2,4,4,Truth,500,"Perform a Driver Combo.
(It's enough to just be present.)",10,"I wonder which one of my attacks is
the most powerful... Only one way to
find out."
1077,Sever,Storm Edge,Special,2,5,5,Truth,800,Finish an enemy.,40,"Uh? No more room for improvement?
Perfection sucks."
1077,Sever,Engrave,Special,3,1,1,,,,,
1077,Sever,Engrave,Special,3,2,2,Truth,200,Use Engrave.,7,"Things are just hotting up...
Watch me tear it up in the next battle!"
1077,Sever,Engrave,Special,3,3,3,Truth,300,Use Engrave.,8,"The more I slash, the stronger I get."
1077,Sever,Engrave,Special,3,4,4,Truth,500,Perform a Blade Combo.,10,Get ready for a whirlwind.
1077,Sever,Engrave,Special,3,5,5,Truth,800,"Defeat Machine-Gun Julio
at the Cliffs of Morytha.",1,"Huh? That one didn't even touch the
sides! Maybe I'm TOO strong now...?"
1077,Sever,Death Match,Special,4,1,1,,,,,
1077,Sever,Death Match,Special,4,2,2,Truth,200,Use Death Match.,5,I'm sure I can do better than that.
1077,Sever,Death Match,Special,4,3,3,Truth,300,"Perform a Driver Combo.
(It's enough to just be present.)",7,"My moves are awesome...
Can't wait to test 'em out."
1077,Sever,Death Match,Special,4,4,4,Truth,500,Use Death Match.,7,"Huh? C'mon.
I was just playing with you there."
1077,Sever,Death Match,Special,4,5,5,Truth,800,Perform a Blade Combo.,12,What's up? I'm too scary for ya?
1077,Sever,Armor Piercing,Battle Skill,5,1,1,,,,,
1077,Sever,Armor Piercing,Battle Skill,5,2,2,Truth,200,"Deal a certain amount
of total damage.",8000,"Next time, I'm gonna go full berserk."
1077,Sever,Armor Piercing,Battle Skill,5,3,3,Truth,300,"Deal a certain amount
of total damage.",16000,Think that's enough? It ain't enough.
1077,Sever,Armor Piercing,Battle Skill,5,4,4,Truth,500,"Deal a certain amount
of total damage.",32000,"When I really let go,
you'll know about it."
1077,Sever,Armor Piercing,Battle Skill,5,5,5,Truth,800,"Deal a certain amount
of total damage.",48000,Maybe I can let this one go.
1077,Sever,Nullify Defense,Battle Skill,6,1,1,Truth,100,"Deal a certain amount
of total damage.",200,My power's growing!
1077,Sever,Nullify Defense,Battle Skill,6,2,2,Truth,200,"Deal a certain amount
of damage in one hit.",800,Nothin' to it.
1077,Sever,Nullify Defense,Battle Skill,6,3,3,Truth,300,"Deal a certain amount
of damage in one hit.",2400,"Still a long way to go, huh?"
1077,Sever,Nullify Defense,Battle Skill,6,4,4,Truth,500,"Deal a certain amount
of damage in one hit.",4800,That's something special...
1077,Sever,Nullify Defense,Battle Skill,6,5,5,Truth,800,"Deal a certain amount
of damage in one hit.",8000,"That attack was no joke.
But I got better."
1077,Sever,Heartless Kill,Battle Skill,7,1,1,,,,,
1077,Sever,Heartless Kill,Battle Skill,7,2,2,Compassion,200,Attack from behind.,10,"It's like some folks out there just
want to get smashed up."
1077,Sever,Heartless Kill,Battle Skill,7,3,3,Compassion,300,"At the end of a narrow road in
Gormott, view the Heart-to-Heart
""Lone Wolf"".",,"'Cos, freedom's important...but there's
nothing wrong with hanging out with
your Driver once in a while."
1077,Sever,Heartless Kill,Battle Skill,7,4,4,Compassion,500,Attack from behind.,20,"""Fighting with honor?"" No such thing,
my friend."
1077,Sever,Heartless Kill,Battle Skill,7,5,5,Compassion,800,Attack from behind.,30,"No need to send your opponent a
birthday card. Throw 'em a surprise
party."
1077,Sever,Wind Mastery,Field Skill,8,1,1,,,,,
1077,Sever,Wind Mastery,Field Skill,8,2,2,Truth,200,"Defeat a Smart Aligo
in Uraya.",4,Hahah! Power of wind got you covered.
1077,Sever,Wind Mastery,Field Skill,8,3,,,,,,
1077,Sever,Wind Mastery,Field Skill,8,4,3,Truth,500,"Defeat a Rippl Medooz at
Spirit Crucible Elpys.",5,"Feels good, huh?"
1077,Sever,Wind Mastery,Field Skill,8,5,,,,,,
1077,Sever,Superstrength,Field Skill,9,1,1,,,,,
1077,Sever,Superstrength,Field Skill,9,2,2,Truth,200,"Use Sever's favorite pouch items.
(Meat category)",4,"Mmmh... That's some good meat.
Just what I need to keep my muscles
supplied."
1077,Sever,Superstrength,Field Skill,9,3,,,,,,
1077,Sever,Superstrength,Field Skill,9,4,3,Truth,500,"Use Sever's favorite pouch item
from the Meat category.",4,Grah! I'm burstin' with power!
1077,Sever,Superstrength,Field Skill,9,5,,,,,,
1077,Sever,Entomology,Field Skill,10,1,1,,,,,
1077,Sever,Entomology,Field Skill,10,2,,,,,,
1077,Sever,Entomology,Field Skill,10,3,2,Compassion,300,"Acquire Insect items from
the Collectibles list.",25,"Nothin' wrong with broadening your
horizons."
1077,Sever,Entomology,Field Skill,10,4,,,,,,
1077,Sever,Entomology,Field Skill,10,5,3,Compassion,800,"Acquire Insect items from
the Collectibles list.",30,"I got it.
No problem."
1078,Obrona,,Key,1,1,1,,,,,
1078,Obrona,,Key,1,2,2,Truth,200,Increase Trust.,100,"Ooh, is this a new power?"
1078,Obrona,,Key,1,3,3,Truth,300,Increase Trust.,1300,"I think I've awakened a new power!
Good going all round!"
1078,Obrona,,Key,1,4,4,Truth,500,Increase Trust.,3800,"Wahey, more power for me!
C'mon, don't be shy.
Tell me I'm amazing."
1078,Obrona,,Key,1,5,5,Truth,800,Increase Trust.,9800,"Behold...my final form! It, uh,
doesn't look different or anything."
1078,Obrona,Skewer,Special,2,1,1,,,,,
1078,Obrona,Skewer,Special,2,2,2,Compassion,200,"Gather seafood. (Currently held items 
count toward required total.)",20,"Ooh, did you bring me some fish?"
1078,Obrona,Skewer,Special,2,3,3,Compassion,300,"Gather seafood. (Currently held items 
count toward required total.)",30,My future's looking bright!
1078,Obrona,Skewer,Special,2,4,4,Compassion,500,"Gather seafood. (Currently held items 
count toward required total.)",40,Fish...more fish...so many fishies!
1078,Obrona,Skewer,Special,2,5,5,Compassion,800,"Gather seafood. (Currently held items 
count toward required total.)",50,I'm in fishy heaven!
1078,Obrona,,Special,3,1,1,,,,,
1078,Obrona,,Special,3,2,2,Compassion,200,Perform a Blade Combo.,5,Ready to get zapped?
1078,Obrona,,Special,3,3,3,Compassion,300,Perform a Blade Combo.,7,Lemme show you my power!
1078,Obrona,,Special,3,4,4,Compassion,500,Perform a Blade Combo.,10,Exterminating is fun!
1078,Obrona,,Special,3,5,5,Compassion,800,Perform a Blade Combo finisher.,3,Now THAT'S an ether explosion!
1078,Obrona,,Special,4,1,1,,,,,
1078,Obrona,,Special,4,2,2,Compassion,200,Defeat a Tomlok Anlood in Uraya.,4,"Thanks for playing with me,
monster guy!"
1078,Obrona,,Special,4,3,3,Compassion,300,Defeat a Chituk Rapchor in Leftheria.,5,Let's play again sometime!
1078,Obrona,,Special,4,4,4,Compassion,500,"Defeat a Sinon Scorpox
at the Cliffs of Morytha.",5,"I haven't had enough fun yet...
Let's go find another one to play with!"
1078,Obrona,,Special,4,5,5,Compassion,800,"Defeat Ravenwing Skull
in Temperantia.",1,"That Ravenwing Skull is pretty feisty!
So I shut him down in a jiffy."
1078,Obrona,Swift Kitty,Battle Skill,5,1,1,,,,,
1078,Obrona,Swift Kitty,Battle Skill,5,2,2,Truth,200,Use Grilled Anchortail.,4,"Fish, fish, tasty fish!"
1078,Obrona,Swift Kitty,Battle Skill,5,3,3,Truth,300,Use Bullybelly Carpaccio.,4,You've got my support!
1078,Obrona,Swift Kitty,Battle Skill,5,4,4,Truth,500,Use Braised Cloud Sea Shark.,4,"Ooh, I can't eat any more!
I'll save some for next time."
1078,Obrona,Swift Kitty,Battle Skill,5,5,5,Truth,800,Use Whitebait-Samod Hotpot.,4,"As thanks, I'll offer my support!"
1078,Obrona,Now You See Me...,Battle Skill,6,1,1,Truth,100,"Perform a Driver Combo.
(It's enough to just be present.)",2,I just got more powerful!
1078,Obrona,Now You See Me...,Battle Skill,6,2,2,Truth,200,"Perform a Driver Combo.
(It's enough to just be present.)",5,"Oh wow, oh wow!
I have got to learn a trick like that!"
1078,Obrona,Now You See Me...,Battle Skill,6,3,3,Truth,300,"Perform a Driver Combo.
(It's enough to just be present.)",7,"Support's OK, but I prefer attacking!"
1078,Obrona,Now You See Me...,Battle Skill,6,4,4,Truth,500,"Perform a Driver Combo.
(It's enough to just be present.)",10,"I want to do a Blade Combo, too!"
1078,Obrona,Now You See Me...,Battle Skill,6,5,5,Truth,800,"Perform a Driver Combo.
(It's enough to just be present.)",12,"Leave it to me. I'm as reliable
as a house of sticks!"
1078,Obrona,Quick Prep,Battle Skill,7,1,1,,,,,
1078,Obrona,Quick Prep,Battle Skill,7,2,2,Truth,200,"Acquire Fish items from
the Collectibles list.",20,"Ooh, so many...
But what are we using them for?"
1078,Obrona,Quick Prep,Battle Skill,7,3,3,Truth,300,Use a Blade Art.,6,I'll back you up and stuff!
1078,Obrona,Quick Prep,Battle Skill,7,4,4,Truth,500,"In Leftheria, view the
Heart-to-Heart
""Free as a Bird"".",,"C'mon, Driver, you need to help me
make this story amazing!"
1078,Obrona,Quick Prep,Battle Skill,7,5,5,Truth,800,Use a Blade Art.,7,"I can get serious too!
Sometimes."
1078,Obrona,Electric Mastery,Field Skill,8,1,1,,,,,
1078,Obrona,Electric Mastery,Field Skill,8,2,,,,,,
1078,Obrona,Electric Mastery,Field Skill,8,3,2,Compassion,300,Defeat a Glorious Totem in Leftheria.,4,I think my zaps just got zappier!
1078,Obrona,Electric Mastery,Field Skill,8,4,,,,,,
1078,Obrona,Electric Mastery,Field Skill,8,5,3,Compassion,800,Defeat a Blade Bot at the World Tree.,4,Leave it to Obrona!
1078,Obrona,Leaping,Field Skill,9,1,1,,,,,
1078,Obrona,Leaping,Field Skill,9,2,,,,,,
1078,Obrona,Leaping,Field Skill,9,3,2,Compassion,300,"Use Obrona's favorite pouch item
from the Staple Foods category.",4,"Ooh, that's so sweet of you! Thanks!"
1078,Obrona,Leaping,Field Skill,9,4,,,,,,
1078,Obrona,Leaping,Field Skill,9,5,3,Compassion,800,"Use Obrona's favorite pouch items.
(Literature category)",2,"Oh, that's nice. I like these."
1078,Obrona,Ichthyology,Field Skill,10,1,1,Compassion,100,"Acquire Fish items from
the Collectible list.",5,"Fishy-fishy-fishin', fishy-fishy-fish!"
1078,Obrona,Ichthyology,Field Skill,10,2,,,,,,
1078,Obrona,Ichthyology,Field Skill,10,3,2,Compassion,300,"Acquire Fish items from
the Collectibles list.",25,Fishies are my favorite!
1078,Obrona,Ichthyology,Field Skill,10,4,,,,,,
1078,Obrona,Ichthyology,Field Skill,10,5,3,Compassion,800,"Acquire Fish items from
the Collectibles list.",30,"Anything fish-related, leave it to me!"
1079,Obrona,,Key,1,1,1,,,,,
1079,Obrona,,Key,1,2,2,Truth,200,Increase Trust.,100,"Ooh, is this a new power?"
1079,Obrona,,Key,1,3,3,Truth,300,Increase Trust.,1300,"I think I've awakened a new power!
Good going all round!"
1079,Obrona,,Key,1,4,4,Truth,500,Increase Trust.,3800,"Wahey, more power for me!
C'mon, don't be shy.
Tell me I'm amazing."
1079,Obrona,,Key,1,5,5,Truth,800,Increase Trust.,9800,"Behold...my final form! It, uh,
doesn't look different or anything."
1079,Obrona,Shred,Special,2,1,1,,,,,
1079,Obrona,Shred,Special,2,2,2,Compassion,200,"Gather seafood. (Currently held items 
count toward required total.)",20,"Ooh, did you bring me some fish?"
1079,Obrona,Shred,Special,2,3,3,Compassion,300,"Gather seafood. (Currently held items 
count toward required total.)",30,My future's looking bright!
1079,Obrona,Shred,Special,2,4,4,Compassion,500,"Gather seafood. (Currently held items 
count toward required total.)",40,Fish...more fish...so many fishies!
1079,Obrona,Shred,Special,2,5,5,Compassion,800,"Gather seafood. (Currently held items 
count toward required total.)",50,I'm in fishy heaven!
1079,Obrona,Skewer,Special,3,1,1,,,,,
1079,Obrona,Skewer,Special,3,2,2,Compassion,200,Perform a Blade Combo.,5,Ready to get zapped?
1079,Obrona,Skewer,Special,3,3,3,Compassion,300,Perform a Blade Combo.,7,Lemme show you my power!
1079,Obrona,Skewer,Special,3,4,4,Compassion,500,Perform a Blade Combo.,10,Exterminating is fun!
1079,Obrona,Skewer,Special,3,5,5,Compassion,800,Perform a Blade Combo finisher.,3,Now THAT'S an ether explosion!
1079,Obrona,Cruel World,Special,4,1,1,,,,,
1079,Obrona,Cruel World,Special,4,2,2,Compassion,200,Defeat a Tomlok Anlood in Uraya.,4,"Thanks for playing with me,
monster guy!"
1079,Obrona,Cruel World,Special,4,3,3,Compassion,300,Defeat a Chituk Rapchor in Leftheria.,5,Let's play again sometime!
1079,Obrona,Cruel World,Special,4,4,4,Compassion,500,"Defeat a Sinon Scorpox
at the Cliffs of Morytha.",5,"I haven't had enough fun yet...
Let's go find another one to play with!"
1079,Obrona,Cruel World,Special,4,5,5,Compassion,800,"Defeat Ravenwing Skull
in Temperantia.",1,"That Ravenwing Skull is pretty feisty!
So I shut him down in a jiffy."
1079,Obrona,Swift Kitty,Battle Skill,5,1,1,,,,,
1079,Obrona,Swift Kitty,Battle Skill,5,2,2,Truth,200,Use Grilled Anchortail.,4,"Fish, fish, tasty fish!"
1079,Obrona,Swift Kitty,Battle Skill,5,3,3,Truth,300,Use Bullybelly Carpaccio.,4,You've got my support!
1079,Obrona,Swift Kitty,Battle Skill,5,4,4,Truth,500,Use Braised Cloud Sea Shark.,4,"Ooh, I can't eat any more!
I'll save some for next time."
1079,Obrona,Swift Kitty,Battle Skill,5,5,5,Truth,800,Use Whitebait-Samod Hotpot.,4,"As thanks, I'll offer my support!"
1079,Obrona,Now You See Me...,Battle Skill,6,1,1,Truth,100,"Perform a Driver Combo.
(It's enough to just be present.)",2,I just got more powerful!
1079,Obrona,Now You See Me...,Battle Skill,6,2,2,Truth,200,"Perform a Driver Combo.
(It's enough to just be present.)",5,"Oh wow, oh wow!
I have got to learn a trick like that!"
1079,Obrona,Now You See Me...,Battle Skill,6,3,3,Truth,300,"Perform a Driver Combo.
(It's enough to just be present.)",7,"Support's OK, but I prefer attacking!"
1079,Obrona,Now You See Me...,Battle Skill,6,4,4,Truth,500,"Perform a Driver Combo.
(It's enough to just be present.)",10,"I want to do a Blade Combo, too!"
1079,Obrona,Now You See Me...,Battle Skill,6,5,5,Truth,800,"Perform a Driver Combo.
(It's enough to just be present.)",12,"Leave it to me. I'm as reliable
as a house of sticks!"
1079,Obrona,Quick Prep,Battle Skill,7,1,1,,,,,
1079,Obrona,Quick Prep,Battle Skill,7,2,2,Truth,200,"Acquire Fish items from
the Collectibles list.",20,"Ooh, so many...
But what are we using them for?"
1079,Obrona,Quick Prep,Battle Skill,7,3,3,Truth,300,Use a Blade Art.,6,I'll back you up and stuff!
1079,Obrona,Quick Prep,Battle Skill,7,4,4,Truth,500,"In Leftheria, view the
Heart-to-Heart
""Free as a Bird"".",,"C'mon, Driver, you need to help me
make this story amazing!"
1079,Obrona,Quick Prep,Battle Skill,7,5,5,Truth,800,Use a Blade Art.,7,"I can get serious too!
Sometimes."
1079,Obrona,Electric Mastery,Field Skill,8,1,1,,,,,
1079,Obrona,Electric Mastery,Field Skill,8,2,,,,,,
1079,Obrona,Electric Mastery,Field Skill,8,3,2,Compassion,300,Defeat a Glorious Totem in Leftheria.,4,I think my zaps just got zappier!
1079,Obrona,Electric Mastery,Field Skill,8,4,,,,,,
1079,Obrona,Electric Mastery,Field Skill,8,5,3,Compassion,800,Defeat a Blade Bot at the World Tree.,4,Leave it to Obrona!
1079,Obrona,Leaping,Field Skill,9,1,1,,,,,
1079,Obrona,Leaping,Field Skill,9,2,,,,,,
1079,Obrona,Leaping,Field Skill,9,3,2,Compassion,300,"Use Obrona's favorite pouch item
from the Staple Foods category.",4,"Ooh, that's so sweet of you! Thanks!"
1079,Obrona,Leaping,Field Skill,9,4,,,,,,
1079,Obrona,Leaping,Field Skill,9,5,3,Compassion,800,"Use Obrona's favorite pouch items.
(Literature category)",2,"Oh, that's nice. I like these."
1079,Obrona,Ichthyology,Field Skill,10,1,1,Compassion,100,"Acquire Fish items from
the Collectible list.",5,"Fishy-fishy-fishin', fishy-fishy-fish!"
1079,Obrona,Ichthyology,Field Skill,10,2,,,,,,
1079,Obrona,Ichthyology,Field Skill,10,3,2,Compassion,300,"Acquire Fish items from
the Collectibles list.",25,Fishies are my favorite!
1079,Obrona,Ichthyology,Field Skill,10,4,,,,,,
1079,Obrona,Ichthyology,Field Skill,10,5,3,Compassion,800,"Acquire Fish items from
the Collectibles list.",30,"Anything fish-related, leave it to me!"
1080,Perdido,,Key,1,1,1,,,,,
1080,Perdido,,Key,1,2,2,Truth,200,Increase Trust.,100,I must hone my abilities.
